Nome Anonimizado;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;RA;FASE;TURMA;Data de Nasc;IDADE_ALUNO;GÊNERO;PEDRA;INDE;ATINGIU_PV;STATUS_PEDRA;TESTE;Ano ingresso;Pedra 20;Pedra 21;Pedra 22;Pedra 23;INDE 22;INDE 23;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;Avaliador3;Rec Av3;Avaliador4;Rec Av4;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;FASE IDEAL;DEFASAGEM;Destaque IEG;Destaque IDA;Destaque IPV;Destaque IPV
Aluno-1031;2023;Escola Pública;Escola Pública;Escola Pública;RA-1031;1;D;3/13/2013;10;Masculino;Ametista;7,0602;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-3;;;;8;8,8;7,52;6,666666667;;5,9;4,8;7;;;;7,006666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1032;2023;Escola Pública;Escola Pública;Escola Pública;RA-1032;1;D;06/05/2013;10;Masculino;Ametista;7,434033333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-3;;;;8,5;9,5;7,52;7,291666667;;6;5,7;6,2;;;;7,563333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1033;2023;Escola Pública;Escola Pública;Escola Pública;RA-1033;1;D;04/09/2012;11;Feminino;Topázio;8,126033333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-3;;;;9;8,9;7,52;8,125;;7,9;7;8,8;;;;9,006666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1034;2023;Escola Pública;Escola Pública;Escola Pública;RA-1034;1;D;4/15/2013;10;Masculino;Ametista;7,9642;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-3;;;;7,5;9;7,52;8,333333333;;8,3;7,8;8,7;;;;8,393333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1035;2023;Escola Pública;Escola Pública;Escola Pública;RA-1035;1;D;1/31/2014;9;Masculino;Ágata;6,888833333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-3;;;;0;8,3;7,52;7,708333333;;5,8;4;7,5;;;;7,78;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-730;2023;Privada;Escola Privada;Escola Privada;RA-730;1;F;12/17/2012;10;Feminino;Ametista;7,979325;MANTIDO;MANTIDO;OK;2021;;Ametista;Ametista;;7,902;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;8,7;5,02;9,53125;;7,8;7,8;7,7;;;;8,67;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-855;2023;Escola Pública;Escola Pública;Escola Pública;RA-855;1;F;11/23/2013;9;Feminino;Topázio;8,62995;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,453;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9,5;10;7,52;8,4375;;6,8;5,2;8,3;;;;8,67;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-820;2023;Escola Pública;Escola Pública;Escola Pública;RA-820;1;F;8/26/2013;10;Masculino;Ametista;7,85605;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,417;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;7,9;7,4;7,52;9,0625;;8,9;9,2;8,5;;;;8,28;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-738;2023;Escola Pública;Escola Pública;Escola Pública;RA-738;1;F;02/05/2014;9;Feminino;Topázio;8,123283333;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,227;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8;9,3;7,52;8,4375;;6;4,2;7,8;;;;8,336666667;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-1036;2023;Escola Pública;Escola Pública;Escola Pública;RA-1036;1;F;7/18/2012;11;Feminino;Ágata;6,970583333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;9,6;3,77;9,0625;;8;9;7;;;;8,336666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1037;2023;Escola Pública;Escola Pública;Escola Pública;RA-1037;1;F;11/19/2012;10;Masculino;Ametista;7,655575;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;8,4;7,52;8,59375;;6,7;5;8,3;;;;8,17;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-576;2023;Escola Pública;Escola Pública;Escola Pública;RA-576;1;F;8/23/2012;11;Feminino;Ametista;7,984741667;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,59;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;9,3;5,02;9,21875;;8;6,5;9,5;;;;8,503333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1038;2023;Privada;Escola Privada;Escola Privada;RA-1038;1;F;7/21/2013;10;Feminino;Ametista;7,736825;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8;9,3;7,52;8,90625;;6,5;7,5;5,5;;;;8,17;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1039;2023;Escola Pública;Escola Pública;Escola Pública;RA-1039;1;F;08/05/2011;12;Masculino;Ametista;7,686033333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8;9,9;7,52;8,125;;6,2;6;6,3;;;;8,056666667;5;Fase 3 (7° e 8° ano);-2;;;;
Aluno-1040;2023;Escola Pública;Escola Pública;Escola Pública;RA-1040;1;F;12/06/2011;11;Masculino;Ametista;7,81545;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;9,3;7,52;7,8125;;6,6;5,8;7,3;;;;8,06;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1041;2023;Escola Pública;Escola Pública;Escola Pública;RA-1041;1;F;4/20/2013;10;Feminino;Ágata;6,724116667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;7,2;7,52;7,8125;;3,3;1,8;4,7;;;;8,003333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-733;2023;Escola Pública;Escola Pública;Escola Pública;RA-733;1;G;12/19/2013;9;Feminino;Topázio;8,3342;AVANÇO;AVANÇO;OK;2022;;;Ágata;;6,684;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;10;8,7;7,52;8,333333333;;6,2;4,3;8;;;;8,893333333;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-837;2023;Escola Pública;Escola Pública;Escola Pública;RA-837;1;G;04/07/2014;9;Masculino;Topázio;8,2712;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,207;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;9;9,3;7,52;7,916666667;;7;6,3;7,7;;;;7,836666667;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-519;2023;Escola Pública;Escola Pública;Escola Pública;RA-519;1;G;5/19/2013;10;Masculino;Topázio;8,0177;AVANÇO;AVANÇO;OK;2022;;;Ametista;;8;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;9;9,9;7,52;7,708333333;;7,4;7,5;7,2;;;;8,223333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-521;2023;Escola Pública;Escola Pública;Escola Pública;RA-521;1;G;03/12/2013;10;Masculino;Ágata;6,768666667;QUEDA;QUEDA;OK;2022;;;Ametista;;7,725;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;0;9,9;3,77;7,083333333;;7,9;7;8,7;;;;8,166666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1042;2023;Escola Pública;Escola Pública;Escola Pública;RA-1042;1;G;07/05/2013;10;Masculino;Quartzo;5,331166667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;0;6,5;3,77;7,708333333;;4,3;4;4,5;;;;7,666666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-713;2023;Escola Pública;Escola Pública;Escola Pública;RA-713;1;G;2/26/2013;10;Masculino;Ametista;7,408033333;MANTIDO;MANTIDO;OK;2021;;Ametista;Ametista;;7,42;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;8;9,6;3,77;6,875;;7,5;6,7;8,2;;;;8,166666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-736;2023;Escola Pública;Escola Pública;Escola Pública;RA-736;1;G;11/19/2012;10;Masculino;Ametista;7,600033333;QUEDA;QUEDA;OK;2022;;;Ágata;;6,707;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;8,5;9,5;6,27;7,708333333;;6,7;4,8;8,5;;;;8,11;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1043;2023;Escola Pública;Escola Pública;Escola Pública;RA-1043;1;G;6/29/2013;10;Masculino;Ágata;6,5447;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;10;7,9;6,27;7,708333333;;2,5;2;3;;;;7,833333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-716;2023;Escola Pública;Escola Pública;Escola Pública;RA-716;1;G;3/23/2013;10;Masculino;Ágata;6,813366667;MANTIDO;MANTIDO;OK;2022;;;Ágata;;6,525;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;9;8,7;3,77;6,875;;5,6;5;6,2;;;;7,443333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1044;2023;Escola Pública;Escola Pública;Escola Pública;RA-1044;1;G;4/24/2013;10;Feminino;Ametista;7,629533333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;8;9,7;7,52;7,5;;6,1;4,5;7,7;;;;8,336666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-745;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-745;1;G;08/04/2013;10;Masculino;Ametista;7,668366667;MANTIDO;MANTIDO;OK;2021;;Topázio;Ametista;;7,382;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;9,5;9,3;3,77;8,125;;7;5,7;8,2;;;;8,893333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-717;2023;Escola Pública;Escola Pública;Escola Pública;RA-717;1;G;8/17/2012;11;Feminino;Ágata;6,633833333;MANTIDO;MANTIDO;OK;2021;;Ametista;Ágata;;6,832;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;0;8,5;7,52;8,125;;5,9;5,5;6,3;;;;8,446666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-718;2023;Escola Pública;Escola Pública;Escola Pública;RA-718;1;G;08/11/2014;9;Feminino;Topázio;8,166866667;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,093;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;9,5;9,1;3,77;7,916666667;;7,8;6,3;9,2;;;;8,39;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-721;2023;Escola Pública;Escola Pública;Escola Pública;RA-721;1;G;3/20/2014;9;Feminino;Topázio;8,683366667;AVANÇO;AVANÇO;OK;2021;;Topázio;Ametista;;7,973;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;8,5;9,5;7,52;8,125;;8,4;7,5;9,3;;;;8,443333333;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-746;2023;Escola Pública;Escola Pública;Escola Pública;RA-746;1;G;04/09/2014;9;Masculino;Ágata;6,517166667;QUEDA;QUEDA;OK;2022;;;Ametista;;7,656;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;0;8;3,77;6,875;;7,2;6;8,3;;;;7,113333333;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-1045;2023;Escola Pública;Escola Pública;Escola Pública;RA-1045;1;H;8/18/2012;11;Feminino;Topázio;8,089033333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;9,5;9,4;7,52;7,708333333;;7,9;6,8;9;;;;8,28;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-483;2023;Escola Pública;Escola Pública;Escola Pública;RA-483;1;H;9/30/2011;12;Feminino;Ágata;6,3972;AVANÇO;AVANÇO;OK;2019;Ametista;Ágata;Quartzo;;5,263;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;9;6;2,52;7,916666667;;5,6;5;6,2;;;;8,166666667;5;Fase 3 (7° e 8° ano);-2;;;;
Aluno-1046;2023;Escola Pública;Escola Pública;Escola Pública;RA-1046;1;H;1/18/2014;9;Masculino;Ágata;6,835833333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;0;8,5;3,77;8,541666667;;6,3;6,3;6,3;;;;8,223333333;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-1047;2023;Escola Pública;Escola Pública;Escola Pública;RA-1047;1;H;3/17/2014;9;Masculino;Ametista;7,848366667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;10;8,5;3,77;8,125;;6,9;5,8;8;;;;7,893333333;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-570;2023;Escola Pública;Escola Pública;Escola Pública;RA-570;1;H;01/03/2012;11;Feminino;Ágata;6,781033333;AVANÇO;AVANÇO;OK;2019;Topázio;Ágata;Quartzo;;5,722;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;8,5;7,3;3,77;8,125;;5,9;5,7;6;;;;8,056666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1048;2023;Privada;Escola Privada;Escola Privada;RA-1048;1;H;7/20/2013;10;Feminino;Ametista;7,811366667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;8,5;9,5;3,77;8,541666667;;8,2;7,5;8,8;;;;8,5;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1049;2023;Escola Pública;Escola Pública;Escola Pública;RA-1049;1;H;6/17/2013;10;Masculino;Ametista;7,443366667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;10;7,7;7,52;8,125;;6,3;5,5;7;;;;7,943333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1050;2023;Escola Pública;Escola Pública;Escola Pública;RA-1050;1;H;4/15/2012;11;Masculino;Ametista;7,764366667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;9;9,2;6,27;8,125;;7,2;6,2;8,2;;;;8,223333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1051;2023;Escola Pública;Escola Pública;Escola Pública;RA-1051;1;H;1/14/2014;9;Feminino;Topázio;8,534866667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;8,5;8,9;6,27;8,75;;8,4;7;9,8;;;;8,613333333;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-707;2023;Escola Pública;Escola Pública;Escola Pública;RA-707;1;H;03/01/2012;11;Feminino;Ágata;6,518;QUEDA;QUEDA;OK;2020;Ametista;Ágata;Ametista;;7,679;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;0;9,8;3,77;7,916666667;;6,5;5,5;7,5;;;;7,946666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1052;2023;Escola Pública;Escola Pública;Escola Pública;RA-1052;1;H;06/04/2014;9;Masculino;Ágata;6,960333333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;0;9;7,52;7,916666667;;5,3;5;5,5;;;;7,833333333;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-580;2023;Escola Pública;Escola Pública;Escola Pública;RA-580;1;H;2/15/2012;11;Feminino;Topázio;8,4712;AVANÇO;AVANÇO;OK;2020;Topázio;Ametista;Ametista;;7,525;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;8,5;9,8;7,52;8,75;;9;8,7;9,3;;;;8,67;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-581;2023;Escola Pública;Escola Pública;Escola Pública;RA-581;1;H;2/24/2012;11;Masculino;Ametista;7,7167;AVANÇO;AVANÇO;OK;2019;Ametista;Ametista;Ágata;;6,464;;;;;3;Avaliador-15;;Avaliador-4;;Avaliador-3;;;;8;9,8;7,52;6,458333333;;7,9;7;8,8;;;;7,393333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-735;2023;Escola Pública;Escola Pública;Escola Pública;RA-735;1;J;6/29/2012;11;Feminino;Ametista;7,184;MANTIDO;MANTIDO;OK;2021;;Ametista;Ametista;;7,485;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;0;9;7,52;8,333333333;;8,1;7,7;8,5;;;;8,393333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-710;2023;Escola Pública;Escola Pública;Escola Pública;RA-710;1;J;03/01/2012;11;Masculino;Ametista;7,0582;MANTIDO;MANTIDO;OK;2020;Ametista;Ametista;Ametista;;7,285;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;9,5;9;3,77;7,083333333;;6,5;5,7;7,3;;;;7,113333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-712;2023;Escola Pública;Escola Pública;Escola Pública;RA-712;1;J;3/13/2011;12;Masculino;Ágata;6,331533333;MANTIDO;MANTIDO;OK;2019;Quartzo;Quartzo;Ágata;;6,026;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;9,5;5,6;3,14;7,5;;6,7;5,5;7,8;;;;6,836666667;5;Fase 3 (7° e 8° ano);-2;;;;
Aluno-549;2023;Escola Pública;Escola Pública;Escola Pública;RA-549;1;J;05/07/2012;11;Masculino;Ametista;7,0297;AVANÇO;AVANÇO;OK;2021;;Ametista;Ágata;;6,301;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;9,5;8,1;5,02;6,875;;6,4;5,5;7,2;;;;7,5;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-679;2023;Escola Pública;Escola Pública;Escola Pública;RA-679;1;J;3/16/2012;11;Masculino;Ágata;6,138366667;QUEDA;QUEDA;OK;2020;Ametista;Ametista;Ametista;;7,172;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;7,5;7,5;5,02;6,875;;3,6;2;5,2;;;;7,393333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-571;2023;Privada;Escola Privada;Escola Privada;RA-571;1;J;9/18/2011;12;Feminino;Ágata;6,6097;MANTIDO;MANTIDO;OK;2019;Ametista;Ametista;Ágata;;6,589;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;9;7,9;3,77;7,291666667;;5;3,8;6,2;;;;7,616666667;5;Fase 3 (7° e 8° ano);-2;;;;
Aluno-714;2023;Escola Pública;Escola Pública;Escola Pública;RA-714;1;J;6/30/2011;12;Masculino;Ágata;6,078666667;MANTIDO;MANTIDO;OK;2019;Ágata;Ametista;Ágata;;6,953;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;0;8;3,14;7,5;;7,4;6,7;8;;;;7,223333333;5;Fase 3 (7° e 8° ano);-2;;;;
Aluno-737;2023;Escola Pública;Escola Pública;Escola Pública;RA-737;1;J;10/29/2013;9;Feminino;Topázio;8,048033333;AVANÇO;AVANÇO;OK;2022;;;Ametista;;8,058;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;9,5;7,8;7,52;7,291666667;;7,5;7;8;;;;7,783333333;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-577;2023;Escola Pública;Escola Pública;Escola Pública;RA-577;1;J;3/25/2012;11;Feminino;Ametista;7,219366667;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,862;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;10;8,2;3,77;6,875;;7,4;6,5;8,3;;;;7,673333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1053;2023;Escola Pública;Escola Pública;Escola Pública;RA-1053;1;J;8/18/2014;9;Masculino;Ametista;7,776166667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;0;9,1;6,27;8,958333333;;8,6;7,8;9,3;;;;8,616666667;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-731;2023;Escola Pública;Escola Pública;Escola Pública;RA-731;1;J;4/24/2012;11;Feminino;Ágata;6,7742;QUEDA;QUEDA;OK;2019;Ametista;Ágata;Ametista;;7,151;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;8,5;7,6;3,14;7,5;;6,8;6,2;7,3;;;;7,45;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-552;2023;Escola Pública;Escola Pública;Escola Pública;RA-552;1;J;02/09/2011;12;Masculino;Quartzo;5,248666667;QUEDA;QUEDA;OK;2022;;;Ágata;;6,625;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;0;5,6;3,14;6,666666667;;6,4;6,5;6,2;;;;6,89;5;Fase 3 (7° e 8° ano);-2;;;;
Aluno-1054;2023;Escola Pública;Escola Pública;Escola Pública;RA-1054;1;J;12/02/2010;12;Masculino;Ametista;7,459533333;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;8,5;8,6;7,52;7,5;;6,6;5;8,2;;;;7,836666667;5;Fase 3 (7° e 8° ano);-2;;;;
Aluno-1055;2023;Escola Pública;Escola Pública;Escola Pública;RA-1055;1;J;2/18/2012;11;Masculino;Quartzo;5,9765;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-19;;Avaliador-4;;Avaliador-2;;;;0;7,2;7,52;7,291666667;;5,5;6;5;;;;7,276666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-597;2023;Escola Pública;Escola Pública;Escola Pública;RA-597;1;K;2/21/2013;10;Masculino;Topázio;8,49045;MANTIDO;MANTIDO;OK;2022;;;Topázio;;8,265;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;9,6;7,52;9,0625;;8,5;7,8;9,2;;;;8,56;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-624;2023;Escola Pública;Escola Pública;Escola Pública;RA-624;1;K;08/02/2012;11;Masculino;Topázio;8,270825;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,425;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;9,2;7,52;8,90625;;8,6;8,3;8,8;;;;8,39;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-776;2023;Privada - Programa de apadrinhamento;Escola Privada;Escola Privada;RA-776;1;K;06/02/2013;10;Feminino;Quartzo;5,567916667;MANTIDO;MANTIDO;OK;2022;;;Quartzo;;3,898;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;7;7,52;7,8125;;3,5;4,2;2,7;;;;7,223333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-600;2023;Escola Pública;Escola Pública;Escola Pública;RA-600;1;K;3/15/2013;10;Feminino;Ametista;7,651658333;AVANÇO;AVANÇO;OK;2021;;Ametista;Ágata;;7,011;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;8,4;7,52;8,28125;;7,2;6,5;7,8;;;;8,056666667;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-1056;2023;Escola Pública;Escola Pública;Escola Pública;RA-1056;1;K;4/30/2014;9;Masculino;Topázio;8,551741667;INGRESSANTE;INGRESSANTE;OK;2023;;;;;;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;9,6;7,52;7,96875;;8,1;7,8;8,3;;;;8,113333333;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-791;2023;Escola Pública;Escola Pública;Escola Pública;RA-791;1;K;10/02/2011;12;Feminino;Ágata;6,247916667;QUEDA;QUEDA;OK;2022;;;Ametista;;7,507;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;0;8,1;7,52;7,8125;;5,3;6;4,5;;;;7,723333333;5;Fase 3 (7° e 8° ano);-2;;;;
Aluno-601;2023;Escola Pública;Escola Pública;Escola Pública;RA-601;1;K;6/19/2014;9;Masculino;Topázio;8,955783333;AVANÇO;AVANÇO;OK;2021;;Topázio;Ametista;;7,713;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9;10;7,52;9,0625;;8,7;8;9,3;;;;8,336666667;10;Fase 1 (3° e 4° ano);0;;;;
Aluno-762;2023;Escola Pública;Escola Pública;Escola Pública;RA-762;1;K;6/28/2010;13;Masculino;Ametista;7,09945;MANTIDO;MANTIDO;OK;2022;;;Ametista;;7,28;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;9,1;3,14;7,8125;;5,8;6,2;5,3;;;;7,67;5;Fase 3 (7° e 8° ano);-2;;;;
Aluno-778;2023;Escola Pública;Escola Pública;Escola Pública;RA-778;1;K;07/11/2013;10;Feminino;Ametista;7,926825;MANTIDO;MANTIDO;OK;2021;;Topázio;Ametista;;7,432;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;7,9;7,52;8,90625;;8,2;7,3;9;;;;8,62;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-628;2023;Escola Pública;Escola Pública;Escola Pública;RA-628;1;K;10/22/2011;12;Masculino;Topázio;8,370325;AVANÇO;AVANÇO;OK;2022;;;Ametista;;7,577;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;9,5;8,9;7,52;8,28125;;9,4;9;9,7;;;;8,45;5;Fase 3 (7° e 8° ano);-2;;;;
Aluno-606;2023;Escola Pública;Escola Pública;Escola Pública;RA-606;1;K;12/18/2012;10;Masculino;Ametista;7,402491667;QUEDA;QUEDA;OK;2022;;;Ágata;;6,127;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;8,5;8,5;7,52;7,65625;;6;4,7;7,2;;;;8,223333333;5;Fase 2 (5° e 6° ano);-1;;;;
Aluno-766;2023;Escola Pública;Escola Pública;Escola Pública;RA-766;1;K;5/21/2012;11;Feminino;Topázio;8,008408333;MANTIDO;MANTIDO;OK;2020;Ametista;Ametista;Topázio;;8,185;;;;;3;Avaliador-15;;Avaliador-5;;Avaliador-2;;;;10;8,7;4,39;9,21875;;8,7;9,2;8,2;;;;8,336666667;5;Fase 2 (5° e 6° ano);-1;;;;
