NOME;ANO;INSTITUICAO_ENSINO_ALUNO;FASE;TURMA;IDADE_ALUNO;GÊNERO;PEDRA;INDE;IAA;IEG;IPS;IPP;IDA;IPV;IAN
Aluno-715;2023;Escola Pública;0;I;10;Feminino;Quartzo;5,8915;0;9,5;3,14;5,625;5,4;7,675;5
Aluno-822;2023;Escola Pública;0;I;11;Masculino;Ágata;6,4497;8,5;8,4;2,52;5,625;7,1;5,925;5
Aluno-923;2023;Escola Pública;0;I;8;Feminino;Topázio;8,8842;9,5;9,9;7,52;7,5;7,3;10,01;10
Aluno-742;2023;Escola Pública;0;I;10;Feminino;Ametista;7,024;0;7,6;7,52;7,5;7,5;10,01;5
Aluno-924;2023;Escola Pública;0;I;8;Masculino;Ágata;6,5207;9;5,6;7,52;5,625;5;5,93;10
Aluno-925;2023;Escola Pública;0;I;7;Masculino;Ametista;7,1837;9;8,9;7,52;5,625;5,4;5,595;10
Aluno-853;2023;Escola Pública;0;J;9;Feminino;Ametista;7,8402;10;9,5;3,77;6,25;7,4;9,84;5
Aluno-854;2023;Escola Pública;0;J;8;Feminino;Ágata;6,6415;0;9,5;3,77;5,625;6;8,01;10
Aluno-700;2023;Escola Pública;0;J;9;Feminino;Topázio;8,2852;9,5;9,7;7,52;6,25;7,8;9,84;5
Aluno-701;2023;Escola Pública;0;J;11;Masculino;Ametista;7,3982;9,5;9,9;3,77;6,25;7,2;7,68;5
Aluno-856;2023;Escola Pública;0;J;8;Masculino;Ametista;7,3355;0;9,6;7,52;5,625;7,3;8,255;10
Aluno-672;2023;Escola Pública;0;J;10;Feminino;Ágata;6,5623;7,9;9,5;2,52;5,625;6,4;6,43;5
Aluno-859;2023;Escola Pública;0;J;8;Feminino;Topázio;8,6042;8;9,2;7,52;7,5;7,3;10,01;10
Aluno-704;2023;Escola Pública;0;J;11;Masculino;Ágata;6,8297;10;9,9;3,14;5,625;6,1;6,265;5
Aluno-741;2023;Escola Pública;0;J;11;Feminino;Ágata;6,2707;9,5;6,9;4,39;5,625;5,1;7,095;5
Aluno-719;2023;Escola Pública;0;J;11;Masculino;Ágata;6,4137;9,5;5,3;7,52;5,625;5,9;7,095;5
Aluno-926;2023;Escola Pública;0;J;9;Feminino;Ametista;7,7792;9;10;3,77;7,5;6,8;9,51;5
Aluno-927;2023;Escola Pública;0;J;9;Feminino;Ametista;7,5982;9;9,7;3,77;7,5;6,4;9,255;5
Aluno-928;2023;Escola Pública;0;K;8;Feminino;Topázio;9,3712;8,5;10;7,52;8,75;9,8;9,67;10
Aluno-929;2023;Escola Pública;0;K;8;Feminino;Topázio;9,1312;8,5;9,8;7,52;8,75;8,8;9,67;10
Aluno-930;2023;Escola Pública;0;K;8;Masculino;Topázio;8,8872;9;8,8;7,52;8,75;9;9;10
Aluno-931;2023;Escola Pública;0;K;8;Masculino;Ametista;7,3747;8,5;8,2;2,52;5,625;7,8;7,6;10
Aluno-932;2023;Escola Pública;0;K;7;Feminino;Topázio;8,3847;9,5;7,9;7,52;8,125;7,5;9;10
Aluno-933;2023;Escola Pública;0;K;8;Feminino;Topázio;8,6712;9;8,4;7,52;8,75;7,7;9,67;10
Aluno-934;2023;Escola Pública;0;K;8;Feminino;Topázio;9,1737;9;9,6;7,52;9,375;8,7;9,67;10
Aluno-935;2023;Escola Pública;0;K;9;Masculino;Ametista;7,9535;0;9,8;7,52;9,375;9,4;9,67;5
Aluno-936;2023;Escola Pública;0;K;8;Feminino;Topázio;8,5477;9;10;7,52;8,125;6,5;8,915;10
Aluno-937;2023;Escola Pública;0;K;8;Feminino;Topázio;9,3237;9,5;9,6;7,52;9,375;9,2;9,67;10
Aluno-756;2023;Escola Pública;0;K;10;Masculino;Ametista;7,0927;10;8,7;7,52;5,625;6,1;6,59;5
Aluno-938;2023;Escola Pública;0;K;9;Masculino;Ágata;6,7372;8,5;8,4;7,52;6,25;4,2;7,5;5
Aluno-939;2023;Escola Pública;0;L;11;Feminino;Ametista;7,9742;9;10;7,52;7,5;5,4;10,01;5
Aluno-789;2023;Escola Pública;0;L;8;Feminino;Ametista;7,974;0;9,5;7,52;7,5;7,9;10,01;10
Aluno-792;2023;Escola Pública;0;L;10;Feminino;Ametista;7,6267;9;7,7;7,52;6,875;7,2;9,085;5
Aluno-940;2023;Escola Pública;0;L;11;Masculino;Ágata;6,6112;9;8,4;2,52;6,25;6,3;7,02;5
Aluno-941;2023;Escola Pública;0;L;8;Feminino;Ametista;7,6872;8;10;7,52;5;5;8,175;10
Aluno-942;2023;Escola Pública;0;L;10;Feminino;Ágata;6,8547;9,5;8,9;2,52;5,625;7,1;7;5
Aluno-943;2023;Escola Pública;0;L;8;Feminino;Topázio;8,9172;9,5;9,4;7,52;7,5;8;9,925;10
Aluno-782;2023;Escola Pública;0;L;9;Masculino;Ametista;7,6812;8,5;9,8;2,52;7,5;7,5;9,345;5
Aluno-768;2023;Escola Pública;0;L;11;Feminino;Topázio;8,4042;10;9,1;7,52;7,5;7,9;10,01;5
Aluno-794;2023;Escola Pública;0;L;9;Feminino;Ametista;7,9842;9;9,2;7,52;7,5;6,2;10,01;5
Aluno-795;2023;Escola Pública;0;L;9;Feminino;Topázio;8,4642;9;9,6;7,52;7,5;8,2;10,01;5
Aluno-944;2023;Escola Pública;0;M;9;Feminino;Ametista;7,0687;9;7,6;7,52;5,625;7,5;6,67;5
Aluno-945;2023;Escola Pública;0;M;8;Masculino;Topázio;8,0777;8,5;9,2;7,52;6,875;7,9;6,84;10
Aluno-946;2023;Escola Pública;0;M;7;Masculino;Topázio;8,5822;9,5;9,4;7,52;7,5;9,3;7;10
Aluno-754;2023;Escola Pública;0;M;10;Masculino;Ágata;6,0537;9,5;6,1;2,52;6,875;5,6;6,67;5
Aluno-947;2023;Escola Pública;0;M;8;Masculino;Ágata;6,3457;9;7,9;7,52;4,375;3,3;5,08;10
Aluno-948;2023;Escola Pública;0;M;8;Feminino;Ágata;6,5277;9;7,6;7,52;6,875;0;8,34;10
Aluno-949;2023;Escola Pública;0;M;8;Feminino;Topázio;8,0172;9,5;8,1;7,52;6,25;8,9;6,5;10
Aluno-950;2023;Escola Pública;0;M;8;Feminino;Topázio;8,8862;9;10;7,52;7,5;9,3;8,17;10
Aluno-773;2023;Escola Pública;0;M;9;Feminino;Ágata;6,9287;10;7,5;2,52;5,625;7,9;7,67;5
Aluno-951;2023;Escola Pública;0;M;7;Feminino;Topázio;8,8902;9,5;9,7;7,52;7,5;8,4;9,09;10
Aluno-769;2023;Escola Pública;0;N;10;Feminino;Ametista;7,85345;10;9,3;3,77;7,8125;8;8,675;5
Aluno-952;2023;Escola Pública;0;N;8;Masculino;Topázio;8,37095;9,5;9,2;3,77;7,1875;9;8,425;10
Aluno-826;2023;Escola Pública;0;N;9;Masculino;Ametista;7,77645;10;10;3,77;7,8125;7,3;8,34;5
Aluno-953;2023;Escola Pública;0;N;8;Feminino;Ametista;7,54005;7,4;8,8;3,14;6,5625;8,3;7,09;10
Aluno-954;2023;Escola Pública;0;N;8;Feminino;Ágata;6,82375;0;8,3;3,14;7,1875;7,7;8,005;10
Aluno-780;2023;Escola Pública;0;N;10;Feminino;Ametista;7,7842;9,5;8,8;3,14;8,75;8,3;8,675;5
Aluno-955;2023;Escola Pública;0;N;10;Feminino;Ametista;7,1297;9;8,8;3,14;6,875;7,8;7,09;5
Aluno-831;2023;Escola Pública;0;N;9;Masculino;Ametista;7,71645;8;9,4;3,77;7,8125;8,3;8,59;5
Aluno-783;2023;Escola Pública;0;N;9;Masculino;Ametista;7,2922;9,5;6,8;3,77;7,5;8,9;7,925;5
Aluno-774;2023;Escola Pública;0;N;9;Feminino;Quartzo;5,852;0;9,5;3,14;5;6,9;6,34;5
Aluno-748;2023;Escola Pública;0;O;10;Masculino;Topázio;8,7142;9,5;9,7;7,52;7,5;9,1;10,01;5
Aluno-749;2023;Escola Pública;0;O;9;Masculino;Ametista;7,7597;10;9;7,52;5,625;7,3;8,425;5
Aluno-956;2023;Escola Pública;0;O;11;Masculino;Ametista;7,7312;8;7,5;7,52;7,5;7,8;9,345;5
Aluno-787;2023;Escola Pública;0;O;9;Masculino;Ametista;7,5227;9;9,8;7,52;5,625;5,9;8,34;5
Aluno-957;2023;Escola Pública;0;O;8;Feminino;Topázio;9,1672;10;9,3;7,52;7,5;9,1;9,925;10
Aluno-753;2023;Escola Pública;0;O;9;Feminino;Topázio;8,6672;9;9,9;7,52;7,5;9;9,925;5
Aluno-958;2023;Escola Pública;0;O;8;Feminino;Topázio;9,2902;10;9,8;7,52;7,5;9,3;9,84;10
Aluno-755;2023;Escola Pública;0;O;9;Masculino;Topázio;8,7442;10;9,5;7,52;7,5;9,2;10,01;5
Aluno-763;2023;Escola Pública;0;O;10;Feminino;Ágata;6,7215;0;9,2;3,14;6,875;7,9;9;5
Aluno-757;2023;Escola Pública;0;O;10;Feminino;Topázio;8,6742;9;9,6;7,52;7,5;9,3;10,01;5
Aluno-959;2023;Escola Pública;0;O;8;Masculino;Topázio;8,6677;10;9,6;7,52;6,875;7,7;8,84;10
Aluno-960;2023;Escola Pública;0;O;10;Masculino;Ametista;7,0847;8,5;10;7,52;5,625;6,3;5,85;5
Aluno-961;2023;Escola Pública;0;O;9;Masculino;Quartzo;5,99625;0;8,7;2,52;5,3125;6,2;8,665;5
Aluno-962;2023;Escola Pública;0;Q;9;Feminino;Topázio;8,4742;9;9,2;7,52;7,5;8,7;10,01;5
Aluno-805;2023;Escola Pública;0;Q;9;Masculino;Ágata;6,492;0;9,1;7,52;6,25;6,8;7,175;5
Aluno-806;2023;Escola Pública;0;Q;9;Masculino;Ametista;7,2937;8,5;8,3;6,27;6,875;7,8;7,095;5
Aluno-807;2023;Escola Pública;0;Q;9;Masculino;Ametista;7,8632;9,5;9,1;7,52;6,25;8;8,08;5
Aluno-963;2023;Escola Pública;0;Q;9;Feminino;Topázio;8,6142;9,5;9,8;7,52;7,5;8,5;10,01;5
Aluno-964;2023;Escola Pública;0;Q;9;Masculino;Ametista;7,7997;8,5;9,4;7,52;6,875;7,2;8,5;5
Aluno-965;2023;Escola Pública;0;Q;9;Feminino;Ágata;6,4832;8,5;8,2;6,27;5;4,7;7,18;5
Aluno-966;2023;Escola Pública;0;Q;9;Masculino;Ametista;7,44345;10;10;7,52;6,5625;5;7,675;5
Aluno-967;2023;Escola Pública;0;Q;10;Masculino;Ametista;7,1347;9,5;8;7,52;5,625;6,5;7,35;5
Aluno-968;2023;Escola Pública;0;Q;9;Feminino;Topázio;8,4942;9;9,7;7,52;7,5;8,3;10,01;5
Aluno-812;2023;Escola Pública;0;Q;8;Masculino;Topázio;8,0357;9,5;9,1;7,52;6,875;5,8;8,33;10
Aluno-969;2023;Escola Pública;0;Q;8;Masculino;Ametista;7,7692;8,5;9,7;7,52;6,25;5,5;7,51;10
Aluno-970;2023;Escola Pública;0;R;8;Feminino;Topázio;8,9977;8,5;8,1;7,52;9,375;9,4;9,84;10
Aluno-971;2023;Escola Pública;0;R;8;Masculino;Ametista;7,0169;7,8;6,4;3,77;5,625;6,9;8,17;10
Aluno-972;2023;Escola Pública;0;R;8;Masculino;Ametista;7,5427;9;9,1;3,77;6,875;6;7,84;10
Aluno-973;2023;Escola Pública;0;R;9;Masculino;Quartzo;5,82875;0;8,6;3,77;7,1875;5,2;7,415;5
Aluno-974;2023;Escola Pública;0;R;7;Masculino;Topázio;8,4752;9;9,1;3,77;7,5;8,8;9,34;10
Aluno-975;2023;Escola Pública;0;R;7;Feminino;Ametista;7,7803;7,9;9,2;7,52;5,625;6,5;7,67;10
Aluno-976;2023;Escola Pública;0;R;8;Masculino;Topázio;8,39895;9,5;9,2;6,27;5,9375;8,6;8,34;10
Aluno-977;2023;Escola Pública;0;R;7;Feminino;Ametista;7,1717;8,5;7,4;5,02;5,625;5,8;8,085;10
Aluno-978;2023;Escola Pública;0;R;7;Feminino;Topázio;8,3877;9;9,8;3,77;5,625;8,6;9,34;10
Aluno-979;2023;Escola Pública;0;S;8;Masculino;Topázio;8,1617;9,5;9,6;6,27;5,625;6;9,51;10
Aluno-980;2023;Escola Pública;0;S;8;Feminino;Ametista;7,1425;0;9,8;5,02;5,625;6,3;9,34;10
Aluno-808;2023;Escola Pública;0;S;9;Masculino;Topázio;8,1932;10;10;2,52;7,5;8,7;9,755;5
Aluno-981;2023;Escola Pública;0;S;7;Feminino;Ametista;7,5367;9,5;9,1;2,52;5,625;5,8;9,01;10
Aluno-982;2023;Escola Pública;0;S;7;Masculino;Ametista;7,1215;0;9,1;2,52;5,625;8,6;8,835;10
Aluno-983;2023;Escola Pública;0;S;8;Masculino;Topázio;8,3502;8,5;9,9;2,52;6,25;8,8;9,415;10
Aluno-984;2023;Escola Pública;0;S;8;Feminino;Topázio;8,8177;8;9,8;7,52;6,875;8,3;9,84;10
Aluno-985;2023;Escola Pública;0;S;8;Masculino;Ametista;7,6247;9;9,3;2,52;5,625;6,8;8,5;10
Aluno-986;2023;Escola Pública;0;S;8;Feminino;Topázio;8,0107;9,5;9,1;2,52;5,625;8,3;8,83;10
Aluno-987;2023;Escola Pública;0;S;8;Masculino;Ametista;7,6765;0;9,8;6,27;6,875;7,3;9,76;10
Aluno-988;2023;Escola Pública;0;S;9;Feminino;Ametista;7,9568;7,9;8,1;7,52;6,25;8,5;9,84;5
Aluno-989;2023;Escola Pública;0;S;9;Masculino;Ametista;7,7242;9,5;8,1;2,52;7,5;8,3;10,01;5
Aluno-677;2023;Escola Pública;0;T;9;Feminino;Topázio;8,5257;10;8,2;10;6,875;8,7;9,84;5
Aluno-990;2023;Escola Pública;0;T;9;Masculino;Ametista;7,254;0;8,5;7,52;7,5;7,8;10,01;5
Aluno-991;2023;Escola Pública;0;T;9;Feminino;Ametista;7,7687;10;9,1;3,14;6,875;7,7;9,585;5
Aluno-992;2023;Escola Pública;0;T;10;Masculino;Ametista;7,2722;9,5;8,2;3,14;5;8;8,84;5
Aluno-703;2023;Escola Pública;0;T;11;Masculino;Ágata;6,2737;9,5;8,4;3,14;6,875;4,6;6,16;5
Aluno-993;2023;Escola Pública;0;T;8;Feminino;Topázio;8,7592;9,5;9,8;3,77;7,5;8,6;10,01;10
Aluno-674;2023;Escola Pública;0;T;9;Masculino;Ágata;6,6328;7,9;8,5;3,77;5;5,2;8,67;5
Aluno-994;2023;Escola Pública;0;T;8;Feminino;Ametista;7,4127;9,5;9,4;3,77;5,625;6;7,265;10
Aluno-995;2023;Escola Pública;0;T;11;Feminino;Ágata;6,4782;9,5;7,9;3,77;6,25;5,1;7,18;5
Aluno-996;2023;Escola Pública;0;T;9;Masculino;Topázio;8,1892;10;9,2;3,77;7,5;8,6;10,01;5
Aluno-997;2023;Escola Pública;0;T;8;Masculino;Ametista;7,5687;7,5;8,7;3,77;5,625;7,1;8,595;10
Aluno-998;2023;Escola Pública;0;U;11;Feminino;Ametista;7,9752;9,5;9,3;3,77;7,5;7,9;9,84;5
Aluno-999;2023;Escola Pública;0;U;9;Masculino;Topázio;8,0352;9;9,4;3,77;7,5;8,3;9,84;5
Aluno-750;2023;Escola Pública;0;U;11;Masculino;Quartzo;5,6857;9,5;7,7;3,14;4,375;3,4;6,32;5
Aluno-770;2023;Escola Pública;0;U;8;Masculino;Ágata;6,6785;0;8,3;3,77;6,875;5,9;8,92;10
Aluno-771;2023;Escola Pública;0;U;7;Feminino;Ametista;7,056;0;8,8;3,14;6,25;8,2;8,585;10
Aluno-1000;2023;Escola Pública;0;U;8;Feminino;Ametista;7,9162;8,5;9,4;3,77;6,25;7;8,92;10
Aluno-830;2023;Escola Pública;0;U;9;Feminino;Ágata;6,78;0;8,9;3,14;6,25;8,3;9,505;5
Aluno-1001;2023;Escola Pública;0;U;9;Feminino;Topázio;8,1162;9;9,1;7,52;7,5;7,8;9,17;5
Aluno-1002;2023;Escola Pública;0;U;9;Feminino;Ametista;7,9012;9;9,7;7,52;6,25;7;8,92;5
Aluno-1003;2023;Escola Pública;0;V;8;Masculino;Ametista;7,6522;9;8,5;7,52;7,5;4;8,75;10
Aluno-835;2023;Escola Pública;0;V;8;Masculino;Topázio;8,2467;8;8,5;7,52;6,875;8,7;7,835;10
Aluno-1004;2023;Escola Pública;0;V;8;Feminino;Topázio;8,3137;9;9,6;7,52;6,875;7,9;7,42;10
Aluno-1005;2023;Escola Pública;0;V;8;Masculino;Topázio;8,4252;9,5;7,9;7,52;7,5;8,8;8,165;10
Aluno-1006;2023;Escola Pública;0;V;8;Feminino;Topázio;8,5922;9;9,3;7,52;7,5;8,7;8;10
Aluno-705;2023;Escola Pública;0;V;10;Masculino;Ágata;6,982;0;8,3;6,89;7,5;8,8;8,165;5
Aluno-1007;2023;Escola Pública;0;V;8;Masculino;Topázio;8,0782;9;7,4;7,52;7,5;8,3;7,68;10
Aluno-1008;2023;Escola Pública;0;V;8;Masculino;Topázio;8,13595;9;8,6;7,52;5,9375;8,4;7,5;10
Aluno-729;2023;Escola Pública;0;V;9;Feminino;Ametista;7,26545;8;9,1;3,77;6,5625;8,6;7,01;5
Aluno-1009;2023;Escola Pública;0;Y;8;Masculino;Ametista;7,245;0;9;3,77;7,5;8,8;7,84;10
Aluno-1010;2023;Escola Pública;0;Y;8;Masculino;Topázio;8,70645;9,5;10;3,77;7,8125;9,4;8,59;10
Aluno-1011;2023;Escola Pública;0;Y;7;Masculino;Ametista;7,33095;9,5;8,6;3,77;7,1875;5,2;7,675;10
Aluno-1012;2023;Escola Pública;0;Y;8;Feminino;Ametista;7,96495;10;9,9;3,77;7,1875;6,6;7,845;10
Aluno-1013;2023;Escola Pública;0;Y;7;Masculino;Ametista;7,6237;9;9,6;4,39;5,625;8,3;5,76;10
Aluno-1014;2023;Escola Pública;0;Y;7;Feminino;Topázio;8,2582;9;9,7;3,77;7,5;8,2;8,255;10
Aluno-1015;2023;Escola Pública;1;A;10;Feminino;Ametista;7,538908333;10;9,3;6,27;7,34375;6,3;7,786666667;5
Aluno-734;2023;Escola Pública;1;A;11;Feminino;Ametista;7,305908333;8,5;8;7,52;7,34375;6,9;7,446666667;5
Aluno-687;2023;Escola Pública;1;A;10;Masculino;Ametista;7,617533333;8;9;7,52;7,5;6,9;8,226666667;5
Aluno-1016;2023;Escola Pública;1;A;10;Feminino;Ametista;7,762575;10;9,5;7,52;7,34375;6,7;7,73;5
Aluno-1017;2023;Escola Pública;1;A;11;Masculino;Ágata;6,505333333;0;8;5,02;7,5;7,7;8,116666667;5
Aluno-688;2023;Escola Pública;1;A;10;Masculino;Topázio;8,0442;8,5;9,3;7,52;7,5;8,6;8,06;5
Aluno-1018;2023;Escola Pública;1;A;9;Masculino;Ágata;6,824;0;8,5;5,02;7,5;6,3;8,06;10
Aluno-696;2023;Escola Pública;1;A;9;Feminino;Ametista;7,172666667;0;9,4;5,02;7,5;6,7;8,503333333;10
Aluno-1019;2023;Escola Pública;1;A;8;Feminino;Ametista;7,177033333;7,5;9,1;5,02;6,875;4,3;7,836666667;10
Aluno-514;2023;Escola Pública;1;A;10;Feminino;Quartzo;5,823133333;7,9;7,5;2,52;5;5,5;5,896666667;5
Aluno-1020;2023;Escola Pública;1;A;9;Feminino;Ametista;7,612283333;10;9,1;2,52;7,1875;6,1;8,056666667;10
Aluno-1021;2023;Escola Pública;1;A;9;Masculino;Ágata;6,964616667;8;9,2;3,77;7,1875;3,3;7,893333333;10
Aluno-1022;2023;Escola Pública;1;A;9;Masculino;Ametista;7,164616667;8,5;8,5;3,77;7,1875;4,7;7,893333333;10
Aluno-1023;2023;Escola Pública;1;A;9;Feminino;Topázio;9,1342;10;10;6,27;8,75;9,1;9,06;10
Aluno-699;2023;Escola Pública;1;A;10;Masculino;Ágata;6,389991667;8,5;8,3;3,77;5,78125;6;6,173333333;5
Aluno-480;2023;Escola Pública;1;B;11;Feminino;Topázio;8,226408333;10;9,7;7,52;7,96875;7,9;8,336666667;5
Aluno-678;2023;Escola Pública;1;B;10;Masculino;Ametista;7,570158333;8;8,8;6,27;7,65625;7,3;8,336666667;5
Aluno-1024;2023;Escola Pública;1;B;10;Feminino;Ametista;7,788875;0;10;6,27;9,21875;9,8;8,95;5
Aluno-502;2023;Escola Privada;1;B;9;Feminino;Topázio;8,749075;8,5;9,8;7,52;7,96875;8;8,95;10
Aluno-1025;2023;Escola Pública;1;B;9;Masculino;Topázio;8,215158333;8,5;8,9;7,52;7,65625;7,5;7,836666667;10
Aluno-680;2023;Escola Pública;1;B;11;Feminino;Ágata;6,5855;0;9,1;7,52;6,875;6,4;7,78;5
Aluno-1026;2023;Escola Pública;1;B;14;Feminino;Ágata;6,494825;8,5;9,8;7,52;6,40625;3,2;7,06;2,5
Aluno-698;2023;Escola Pública;1;B;9;Masculino;Ametista;7,553616667;8,5;9,9;2,52;7,1875;5,7;8,113333333;10
Aluno-533;2023;Escola Pública;1;B;11;Masculino;Ametista;7,434866667;9;9,3;7,52;7,5;5,8;7,613333333;5
Aluno-504;2023;Escola Pública;1;B;9;Feminino;Topázio;8,299533333;8;8,3;7,52;7,5;7,9;8,836666667;10
Aluno-1027;2023;Escola Pública;1;B;10;Feminino;Ametista;7,748866667;9,5;9,7;7,52;7,5;6;8,333333333;5
Aluno-529;2023;Escola Pública;1;B;13;Masculino;Ametista;7,278991667;8;9,6;7,52;5,78125;6,8;6,893333333;5
Aluno-1028;2023;Escola Pública;1;B;11;Masculino;Ágata;6,415708333;0;9,2;7,52;7,34375;5;7,946666667;5
Aluno-686;2023;Escola Pública;1;C;10;Feminino;Ametista;7,9642;8,5;9;7,52;7,5;8;8,56;5
Aluno-1029;2023;Escola Pública;1;C;9;Feminino;Ametista;7,058533333;10;6,3;3,77;7,5;5,4;8,006666667;10
Aluno-1030;2023;Escola Pública;1;C;11;Masculino;Ametista;7,4027;8,5;9,7;3,77;6,875;6,9;8,39;5
Aluno-522;2023;Escola Pública;1;C;10;Masculino;Ametista;7,890533333;7,5;9,2;7,52;7,083333333;8,3;8,45;5
Aluno-501;2023;Escola Pública;1;C;10;Masculino;Topázio;8,1357;7;8,4;7,52;8,541666667;8,9;9,396666667;5
Aluno-692;2023;Escola Privada;1;C;10;Feminino;Ágata;6,588466667;7,4;7,7;7,52;6,666666667;4,6;7,39;5
Aluno-527;2023;Escola Pública;1;C;10;Feminino;Ametista;7,5682;9;9,1;7,52;7,5;6,5;7,78;5
Aluno-1031;2023;Escola Pública;1;D;10;Masculino;Ametista;7,0602;8;8,8;7,52;6,666666667;5,9;7,006666667;5
Aluno-1032;2023;Escola Pública;1;D;10;Masculino;Ametista;7,434033333;8,5;9,5;7,52;7,291666667;6;7,563333333;5
Aluno-1033;2023;Escola Pública;1;D;11;Feminino;Topázio;8,126033333;9;8,9;7,52;8,125;7,9;9,006666667;5
Aluno-1034;2023;Escola Pública;1;D;10;Masculino;Ametista;7,9642;7,5;9;7,52;8,333333333;8,3;8,393333333;5
Aluno-1035;2023;Escola Pública;1;D;9;Masculino;Ágata;6,888833333;0;8,3;7,52;7,708333333;5,8;7,78;10
Aluno-730;2023;Escola Privada;1;F;10;Feminino;Ametista;7,979325;10;8,7;5,02;9,53125;7,8;8,67;5
Aluno-855;2023;Escola Pública;1;F;9;Feminino;Topázio;8,62995;9,5;10;7,52;8,4375;6,8;8,67;10
Aluno-820;2023;Escola Pública;1;F;10;Masculino;Ametista;7,85605;7,9;7,4;7,52;9,0625;8,9;8,28;5
Aluno-738;2023;Escola Pública;1;F;9;Feminino;Topázio;8,123283333;8;9,3;7,52;8,4375;6;8,336666667;10
Aluno-1036;2023;Escola Pública;1;F;11;Feminino;Ágata;6,970583333;0;9,6;3,77;9,0625;8;8,336666667;5
Aluno-1037;2023;Escola Pública;1;F;10;Masculino;Ametista;7,655575;9;8,4;7,52;8,59375;6,7;8,17;5
Aluno-576;2023;Escola Pública;1;F;11;Feminino;Ametista;7,984741667;9;9,3;5,02;9,21875;8;8,503333333;5
Aluno-1038;2023;Escola Privada;1;F;10;Feminino;Ametista;7,736825;8;9,3;7,52;8,90625;6,5;8,17;5
Aluno-1039;2023;Escola Pública;1;F;12;Masculino;Ametista;7,686033333;8;9,9;7,52;8,125;6,2;8,056666667;5
Aluno-1040;2023;Escola Pública;1;F;11;Masculino;Ametista;7,81545;10;9,3;7,52;7,8125;6,6;8,06;5
Aluno-1041;2023;Escola Pública;1;F;10;Feminino;Ágata;6,724116667;10;7,2;7,52;7,8125;3,3;8,003333333;5
Aluno-733;2023;Escola Pública;1;G;9;Feminino;Topázio;8,3342;10;8,7;7,52;8,333333333;6,2;8,893333333;10
Aluno-837;2023;Escola Pública;1;G;9;Masculino;Topázio;8,2712;9;9,3;7,52;7,916666667;7;7,836666667;10
Aluno-519;2023;Escola Pública;1;G;10;Masculino;Topázio;8,0177;9;9,9;7,52;7,708333333;7,4;8,223333333;5
Aluno-521;2023;Escola Pública;1;G;10;Masculino;Ágata;6,768666667;0;9,9;3,77;7,083333333;7,9;8,166666667;5
Aluno-1042;2023;Escola Pública;1;G;10;Masculino;Quartzo;5,331166667;0;6,5;3,77;7,708333333;4,3;7,666666667;5
Aluno-713;2023;Escola Pública;1;G;10;Masculino;Ametista;7,408033333;8;9,6;3,77;6,875;7,5;8,166666667;5
Aluno-736;2023;Escola Pública;1;G;10;Masculino;Ametista;7,600033333;8,5;9,5;6,27;7,708333333;6,7;8,11;5
Aluno-1043;2023;Escola Pública;1;G;10;Masculino;Ágata;6,5447;10;7,9;6,27;7,708333333;2,5;7,833333333;5
Aluno-716;2023;Escola Pública;1;G;10;Masculino;Ágata;6,813366667;9;8,7;3,77;6,875;5,6;7,443333333;5
Aluno-1044;2023;Escola Pública;1;G;10;Feminino;Ametista;7,629533333;8;9,7;7,52;7,5;6,1;8,336666667;5
Aluno-745;2023;Escola Privada;1;G;10;Masculino;Ametista;7,668366667;9,5;9,3;3,77;8,125;7;8,893333333;5
Aluno-717;2023;Escola Pública;1;G;11;Feminino;Ágata;6,633833333;0;8,5;7,52;8,125;5,9;8,446666667;5
Aluno-718;2023;Escola Pública;1;G;9;Feminino;Topázio;8,166866667;9,5;9,1;3,77;7,916666667;7,8;8,39;10
Aluno-721;2023;Escola Pública;1;G;9;Feminino;Topázio;8,683366667;8,5;9,5;7,52;8,125;8,4;8,443333333;10
Aluno-746;2023;Escola Pública;1;G;9;Masculino;Ágata;6,517166667;0;8;3,77;6,875;7,2;7,113333333;10
Aluno-1045;2023;Escola Pública;1;H;11;Feminino;Topázio;8,089033333;9,5;9,4;7,52;7,708333333;7,9;8,28;5
Aluno-483;2023;Escola Pública;1;H;12;Feminino;Ágata;6,3972;9;6;2,52;7,916666667;5,6;8,166666667;5
Aluno-1046;2023;Escola Pública;1;H;9;Masculino;Ágata;6,835833333;0;8,5;3,77;8,541666667;6,3;8,223333333;10
Aluno-1047;2023;Escola Pública;1;H;9;Masculino;Ametista;7,848366667;10;8,5;3,77;8,125;6,9;7,893333333;10
Aluno-570;2023;Escola Pública;1;H;11;Feminino;Ágata;6,781033333;8,5;7,3;3,77;8,125;5,9;8,056666667;5
Aluno-1048;2023;Escola Privada;1;H;10;Feminino;Ametista;7,811366667;8,5;9,5;3,77;8,541666667;8,2;8,5;5
Aluno-1049;2023;Escola Pública;1;H;10;Masculino;Ametista;7,443366667;10;7,7;7,52;8,125;6,3;7,943333333;5
Aluno-1050;2023;Escola Pública;1;H;11;Masculino;Ametista;7,764366667;9;9,2;6,27;8,125;7,2;8,223333333;5
Aluno-1051;2023;Escola Pública;1;H;9;Feminino;Topázio;8,534866667;8,5;8,9;6,27;8,75;8,4;8,613333333;10
Aluno-707;2023;Escola Pública;1;H;11;Feminino;Ágata;6,518;0;9,8;3,77;7,916666667;6,5;7,946666667;5
